"",WESTBOUND to PHILADELPHIA,,,,EASTBOUND to LINDENWOLD,WOODCREST Cherry Hill,,WOODCRESTCherry Hill,,
"",,,,,,HADDONFIELD,,HADDONFIELD,,
"",,,,,,WESTMONT,,WESTMONT,,
"",,,,,,Haddon Twp.,,Haddon Twp.,,
12:00 A COLLINGSWOOD1:00 A,12:02 A 1:02 A 12:03 A 1:03 A 12:06 A 1:06 A 12:08 A 1:08 A 12:10 A 1:10 A 12:12 A 1:12 A 12:16 A 1:16 A   à   à 12:24 A 1:24 A à à 12:27 A 1:27 A 12:28 A 1:28 A,,12:15 A 12:46 A,,12:16 A 12:47 A 12:17 A  à 12:19 A 12:50 A   à   à 12:25 A 12:56 A 12:28 A 12:59 A 12:30 A 1:01 A 12:32 A 1:03 A 12:34 A 1:05 A 12:37 A 1:08 A 12:39 A 1:10 A,12:43C AOLLINGSWOOD 1:14 A,,,,
2:00 A,2:02 A 2:03 A 2:06 A 2:08 A 2:10 A 2:12 A 2:16 A   à 2:24 A à 2:27 A 2:28 A,,1:39 A,,1:40 A  à 1:43 A   à 1:49 A 1:52 A 1:54 A 1:56 A 1:58 A 2:01 A 2:03 A,2:07 A,,,,
3:00 A,3:02 A 3:03 A 3:06 A 3:08 A 3:10 A 3:12 A 3:16 A   à 3:24 A à 3:27 A 3:28 A,,2:39 A,,2:40 A  à 2:43 A   à 2:49 A 2:52 A 2:54 A 2:56 A 2:58 A 3:01 A 3:03 A,3:07 FAERRY AVENUE,,FERRY AVENUE,,
4:00 A,4:02 A 4:03 A 4:06 A 4:08 A 4:10 A 4:12 A 4:16 A   à 4:24 A 4:26 A 4:27 A 4:28 A,,3:39 A,,3:40 A  à 3:43 A   à 3:49 A 3:52 A 3:54 A 3:56 A 3:58 A 4:01 A 4:03 A,4:07 CAamden,,Camden,,
5:00 A,5:02 A 5:03 A 5:06 A 5:08 A 5:10 A 5:12 A 5:16 A 5:18 A 5:24 A 5:26 A 5:27 A 5:28 A,,4:39 A,,4:40 A 4:41 A 4:43 A   à 4:49 A 4:52 A 4:54 A 4:56 A 4:58 A 5:01 A 5:03 A,5:07 A,,,,
5:30 A,5:32 A 5:33 A 5:36 A 5:38 A 5:40 A 5:42 A 5:46 A 5:48 A 5:54 A 5:56 A 5:57 A 5:58 A,,5:44 A,,5:45 A 5:46 A 5:48 A 5:53 A 5:54 A 5:57 A 5:59 A 6:01 A 6:03 A 6:06 A 6:08 A,6:12 BAROADWAY,,BROADWAY,,
6:00 A,6:02 A 6:03 A 6:06 A 6:08 A 6:10 A 6:12 A 6:16 A 6:18 A 6:24 A 6:26 A 6:27 A 6:28 A,,6:14 A,,6:15 A 6:16 A 6:18 A 6:23 A 6:24 A 6:27 A 6:29 A 6:31 A 6:33 A 6:36 A 6:38 A,6:42 CAamden,,Camden,,
6:30 A,6:32 A 6:33 A 6:36 A 6:38 A 6:40 A 6:42 A 6:46 A 6:48 A 6:54 A 6:56 A 6:57 A 6:58 A,,6:44 A,,6:45 A 6:46 A 6:48 A 6:53 A 6:54 A 6:57 A 6:59 A 7:01 A 7:03 A 7:06 A 7:08 A,7:12 A,,,,
6:52 A,6:54 A 6:55 A 6:58 A 7:00 A 7:02 A 7:04 A 7:08 A 7:10 A 7:16 A 7:18 A 7:19 A 7:20 A,,7:28 A,,7:29 A 7:30 A 7:32 A 7:37 A 7:38 A 7:41 A 7:43 A 7:45 A 7:47 A 7:50 A 7:52 A,7:56 CAITY HALL+,,CITY HALL+,,
